participant_id,event,time,condition,title,artist,trial,session,music_evoked_affect,mem_positive,mem_vivid,spont_memory,mem_coincidence,artist_exposure_rating,familiarity,childhood_exposure,adolescence_exposure,young_adult_exposure,adult_present_exposure,clip_liking,uri
1,Going to a wedding as a teenager,adol,C,10,no music,1,1,5,7,4,y,1,NA,NA,NA,NA,NA,NA,NA,NA
1,Going to prom or homecoming dance,adol,C,15,no music,2,1,2,4,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A slumber party in junior/high school,adol,C,9,no music,3,1,3,0,0,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A moment with your high school girlfriend/boyfriend,adol,C,2,no music,4,1,4,3,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A friend's birthday party in high school,adol,C,13,no music,5,1,2,6,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A vacation in your 20s,adult,C,12,no music,6,1,5,6,4,y,1,NA,NA,NA,NA,NA,NA,NA,NA
1,First time voting,adult,C,11,no music,7,1,5,7,5,y,2,NA,NA,NA,NA,NA,NA,NA,NA
1,A sporting event or concert in your 20's,adult,C,5,no music,8,1,5,4,3,y,1,NA,NA,NA,NA,NA,NA,NA,NA
1,A wedding you attended in your 20's,adult,C,1,no music,9,1,3,2,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Your wedding,adult,C,3,no music,10,1,4,6,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A moment during summer camp as a child,child,C,14,no music,11,1,3,2,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A night on Halloween in childhood,child,C,8,no music,12,1,5,3,3,y,1,NA,NA,NA,NA,NA,NA,NA,NA
1,A trip out to the see a movie or another performance as a child,child,C,6,no music,13,1,5,7,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A time when you played make-believe,child,C,7,no music,14,1,1,6,4,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A car ride as a child,child,C,4,no music,15,1,2,4,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
1,A time going to a movie in junior/high school,adol,U,Gap Tooth Girl,David Quinn,1,2,5,6,4,n,NA,NA,1,1,1,1,1,1,NA
1,First time you taught someone younger than you how to do something,adol,U,Chime,Sandy's,2,2,3,6,6,n,NA,NA,2,1,1,1,1,2,NA
1,A time going to a museum as a teen,adol,U,My Best Year,The Solids,3,2,4,3,4,n,NA,NA,2,1,1,1,1,1,NA
1,Your first date or first kiss,adol,U,By My Side,Kat Wright,4,2,3,1,5,n,NA,NA,1,1,1,1,1,1,NA
1,A time you did a specific chore for your parents,adol,U,Let It Fall,Chris Robinson Brotherhood,5,2,5,6,5,n,NA,NA,1,1,1,1,1,1,NA
1,Your first formal job interview,adult,U,I Do,Kat Wright,6,2,5,2,4,n,NA,NA,2,1,1,1,2,3,NA
1,Proposing to/being proposed to by your partner,adult,U,Let Me Be Your Lovemaker,Humble Pie,7,2,3,5,5,n,NA,NA,1,1,1,1,1,1,NA
1,A memorable party in your 20's,adult,U,You Will Always Be By My Side Forever,Holy Hive,8,2,4,3,5,n,NA,NA,1,1,1,1,1,1,NA
1,The first time you purchased a car,adult,U,Mm-Hmm,The James Hunter Six,9,2,3,6,5,n,NA,NA,1,1,1,1,1,1,NA
1,A time driving cross-country during your 20's,adult,U,My Baby's Tears,Reverend Baron,10,2,2,7,6,n,NA,NA,1,1,1,1,1,1,NA
1,A (particular) event on the playground,child,U,Said She Would,Eli Paperboy Reed,11,2,4,4,5,n,NA,NA,2,1,1,1,1,2,NA
1,A time with a babysitter you had during childhood,child,U,Take Me Home,Jose James,12,2,5,5,6,n,NA,NA,3,1,2,2,2,3,NA
1,A time playing an outdoor game during childhood,child,U,Hold You Back,JC Brooks & The Uptown Sound,13,2,4,6,5,n,NA,NA,1,1,1,1,1,2,NA
1,Getting your first childhood pet,child,U,Be Thou By My Side,Holy Hive,14,2,5,3,4,n,NA,NA,3,1,1,2,1,3,NA
1,A time when you watched a movie/tv show with family as a child,child,U,Mercury Man,Sandy's,15,2,4,3,4,n,NA,NA,1,1,1,1,1,1,NA
1,A moment with your high school best friend,adol,F,Respect,Aretha Franklin,1,3,7,5,5,y,1,4,5,1,4,4,4,5,spotify:track:7s25THrKz86DM225dOYwnr
1,A time going to a concert in high school,adol,F,Bridge Over Troubled Water,Simon & Garfunkel,2,3,7,7,6,y,5,5,5,1,5,4,3,5,spotify:track:6l8EbYRtQMgKOyc1gcDHF9
1,A visit to vacation home during junior/ high school,adol,F,You Can't Hurry Love,The Supremes,3,3,6,4,5,n,NA,5,5,1,4,2,2,4,spotify:track:7bDxiHrazDoD3sOt9JjSDD
1,A trip during high school with friends,adol,F,I Was Made To Love Her,Stevie Wonder,4,3,7,3,4,y,3,5,5,1,4,4,3,5,spotify:track:35Agv76BTtZGXlXutlfuYj
1,A moment when a parent comforted you when you were a teenager,adol,F,Hey Jude - Remastered 2009,The Beatles,5,3,7,0,0,y,0,5,5,1,5,4,3,5,spotify:track:3m7V717IKZqZLW5qUIOxdD
1,Opening up your first bank account,adult,F,50 Ways to Leave Your Lover,Paul Simon,6,3,7,4,4,n,NA,5,5,1,1,3,3,4,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl
1,A time cooking in your 20's,adult,F,The First Time Ever I Saw Your Face,Roberta Flack,7,3,6,3,5,y,1,4,5,1,3,4,3,5,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
1,Atime picking up a new hobby in your 20's,adult,F,Delta Dawn,Helen Reddy,8,3,5,5,3,n,NA,4,4,1,3,2,1,3,spotify:track:53RGKUb4zvhHaDCmjgUrIP
1,The day when you/your partner found out you were going to have a child,adult,F,You Are The Sunshine Of My Life,Stevie Wonder,9,3,6,6,5,n,NA,5,5,1,4,4,3,5,spotify:track:0n2pjCIMKwHSXoYfEbYMfX
1,Moving into your first home after your parents house or dorm,adult,F,My Love,Paul McCartney,10,3,7,6,5,y,1,4,5,1,4,4,2,5,spotify:track:6q9JjGg7puap2DyEqfP31k
1,A time eating a favorite meal your parents prepared for you as a child,child,F,Twilight Time,The Platters,11,3,5,5,4,n,NA,3,3,1,2,1,2,3,spotify:track:6qsRKJJHLGSCPsdt2jEs2t
1,A trip to the zoo as a child,child,F,Round and Round (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),Perry Como,12,3,4,6,5,n,NA,3,3,2,1,1,1,3,spotify:track:6hdPYYPHJz6IPuH4KayU1d
1,A celebration of your own birthday during childhood,child,F,Pony Time,Chubby Checker,13,3,5,5,4,y,1,3,3,1,2,1,1,3,spotify:track:45gAw2xmDx9DZAnoiJK723
1,A moment when you played dolls/toys with a friend,child,F,Smoke Gets In Your Eyes - Single Version,The Platters,14,3,5,6,5,n,NA,3,3,1,3,2,2,3,spotify:track:3z0Fm7pHB6ojjfj8JY6QRW
1,A trip to an amusement park as a child,child,F,Charlie Brown,The Coasters,15,3,6,6,5,n,NA,3,5,1,3,2,1,4,spotify:track:6Q0aBakbTsjQO6iGdxmXlx
2,A time breaking the rules of your parents as a teen,adol,C,10,no music,1,1,6,7,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A religious ceremony during your adolescence,adol,C,5,no music,2,1,6,5,2,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,First time you taught someone younger than you how to do something,adol,C,1,no music,3,1,5,4,3,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,A moment with your high school best friend,adol,C,7,no music,4,1,5,5,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,A halloween during high school,adol,C,13,no music,5,1,4,4,2,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,A time playing an outdoor game during childhood,child,C,4,no music,6,1,5,5,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A memorable playdate with a childhood friend,child,C,2,no music,7,1,5,5,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,A time with a babysitter you had during childhood,child,C,14,no music,8,1,4,5,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A time playing a game with a sibling in childhood,child,C,9,no music,9,1,5,5,4,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,Your elementary school graduation,child,C,15,no music,10,1,3,3,3,y,1,NA,NA,NA,NA,NA,NA,NA,NA
2,Your wedding,adult,C,6,no music,11,1,5,7,7,y,3,NA,NA,NA,NA,NA,NA,NA,NA
2,Proposing to/being proposed to by your partner,adult,C,11,no music,12,1,5,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A career advancement or promotion in your 20's,adult,C,12,no music,13,1,4,5,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A moment with your best friend in your 20's,adult,C,3,no music,14,1,4,7,7,y,4,NA,NA,NA,NA,NA,NA,NA,NA
2,A memorable date in your 20's,adult,C,8,no music,15,1,4,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,A friend's birthday party in high school,adol,F,Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,1,2,6,4,4,y,1,5,5,1,5,4,2,5,spotify:track:0HZlND4giwzgolBpaNIRGV
2,A time working on a junior/ high school art or science project,adol,F,Hey Jude - Remastered 2009,The Beatles,2,2,6,5,6,y,3,5,5,1,3,4,2,5,spotify:track:3m7V717IKZqZLW5qUIOxdD
2,A time you did a specific chore for your parents,adol,F,I Can't Get Next To You,The Temptations,3,2,6,6,7,y,1,5,5,1,5,4,3,5,spotify:track:6aL6pPBaTMGgM558mplSnj
2,A time giving a presentation in junior/high school,adol,F,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Four Tops,4,2,7,7,7,y,1,5,5,1,5,3,3,5,spotify:track:6b6IMqP565TbtFFZg9iFf3
2,A time when you drank with friends in junior/high school,adol,F,(I Can't Get No) Satisfaction,The Rolling Stones,5,2,6,5,5,y,1,5,5,1,3,2,2,5,spotify:track:2PzU4IB8Dr6mxV3lHuaG34
2,An activity you did in elementary school,child,F,Don't Be Cruel,Elvis Presley,6,2,5,5,5,y,1,5,4,1,3,2,1,4,spotify:track:4zzXm1QJQXWLyUfFhWZBRg
2,A time when you watched a movie/tv show with family as a child,child,F,Send For Me - Remastered 2005,Nat King Cole,7,2,4,5,5,n,NA,5,4,1,4,3,2,5,spotify:track:6M3Bj8yonXZbfwOt2ePFYe
2,A time when you played make-believe,child,F,Poor Little Fool - Remastered,Ricky Nelson,8,2,4,5,5,n,NA,5,2,1,3,2,2,2,spotify:track:5ayybTSXNwcarDtxQKqvWX
2,A celebration of your own birthday during childhood,child,F,Round and Round (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),Perry Como,9,2,4,6,6,n,NA,5,1,1,1,1,1,1,spotify:track:6hdPYYPHJz6IPuH4KayU1d
2,Getting your first childhood pet,child,F,Charlie Brown,The Coasters,10,2,5,5,6,y,1,4,5,1,5,3,2,5,spotify:track:6Q0aBakbTsjQO6iGdxmXlx
2,A wedding you attended in your 20's,adult,F,The First Time Ever I Saw Your Face,Roberta Flack,11,2,5,5,5,y,2,5,5,1,1,5,3,5,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
2,A halloween in your 20's,adult,F,My Love,Paul McCartney,12,2,4,5,4,n,NA,5,5,1,4,3,2,5,spotify:track:6q9JjGg7puap2DyEqfP31k
2,The birth or adoption of your first child,adult,F,Let's Get It On,Marvin Gaye,13,2,6,7,7,y,1,5,5,1,1,5,5,5,spotify:track:7ElgDM85OdoCSb0zSuYbpb
2,The day when you/your partner found out you were going to have a child,adult,F,Philadelphia Freedom,Elton John,14,2,6,7,7,y,1,5,5,1,1,5,5,5,spotify:track:3wmIUifLPw54kZoFIHFWMd
2,A memorable party in your 20's,adult,F,You're so Vain,Carly Simon,15,2,6,7,7,y,4,5,5,1,5,5,3,5,spotify:track:2DnJjbjNTV9Nd5NOa1KGba
2,Going to prom or homecoming dance,adol,U,Right Here Right Now,Karrin Allyson,1,3,3,7,5,n,NA,NA,1,1,1,1,1,2,NA
2,A moment with your high school girlfriend/boyfriend,adol,U,Long Time Gone,David Quinn,2,3,4,5,5,n,NA,NA,1,1,1,1,1,1,NA
2,A time trying cigarettes or drugs in high school,adol,U,Take Me Home,Jose James,3,3,5,7,6,n,NA,NA,1,1,1,1,1,1,NA
2,First day of junior/high school,adol,U,My Baby's Tears,Reverend Baron,4,3,4,7,7,n,NA,NA,1,1,1,1,1,1,NA
2,Your first date or first kiss,adol,U,Be Thou By My Side,Holy Hive,5,3,4,6,5,n,NA,NA,2,1,2,1,1,2,NA
2,A lesson in religious school as a child,child,U,Packin' Up,Darondo,6,3,4,6,5,n,NA,NA,1,1,1,1,1,1,NA
2,Losing a tooth/a visit from the tooth fairy,child,U,Hold You Back,JC Brooks & The Uptown Sound,7,3,4,6,5,n,NA,NA,1,1,1,1,1,1,NA
2,A moment when you played dolls/toys with a friend,child,U,Said She Would,Eli Paperboy Reed,8,3,4,5,4,n,NA,NA,1,1,1,1,1,2,NA
2,A moment when a parent read to you in childhood,child,U,All About You,Kat Wright,9,3,4,4,2,y,1,NA,1,1,1,1,1,4,NA
2,A friend's birthday party in elementary school,child,U,Highway Song,Patty Griffin,10,3,4,5,3,n,NA,NA,1,1,1,1,1,1,NA
2,A sporting event or concert in your 20's,adult,U,About a Stranger,Chris Robinson Brotherhood,11,3,4,5,5,n,NA,NA,1,1,1,1,1,1,NA
2,Your first day at a job after college/high school,adult,U,Summer Breeze,The Sha La Das,12,3,5,7,7,n,NA,NA,1,1,1,1,1,1,NA
2,A time cooking in your 20's,adult,U,Boy Don't Be Afraid,79.5,13,3,4,7,7,n,NA,NA,2,1,2,1,1,4,NA
2,Moving into your first home after your parents house or dorm,adult,U,Road to Carolina,Night Shop,14,3,4,7,7,n,NA,NA,1,1,1,1,1,1,NA
2,A bachelorette or bachelor party,adult,U,My Best Year,The Solids,15,3,4,5,5,n,NA,NA,2,1,2,2,1,2,NA
3,A sporting event or concert in your 20's,adult,U,Said She Would,Eli Paperboy Reed,1,1,4,7,5,n,NA,NA,1,1,1,1,1,1,NA
3,Moving into your first home after your parents house or dorm,adult,U,My Best Year,The Solids,2,1,4,7,4,n,NA,NA,1,1,1,1,1,1,NA
3,An academic success in college,adult,U,99 Cent Dreams,Eli Paperboy Reed,3,1,5,0,0,0,NA,NA,1,1,1,1,1,2,NA
3,A moment with your best friend in your 20's,adult,U,Highway Song,Patty Griffin,4,1,4,2,6,n,NA,NA,1,1,1,1,1,3,NA
3,A day when you helped a friend move residence,adult,U,My Baby's Tears,Reverend Baron,5,1,4,7,5,n,NA,NA,1,1,1,1,1,1,NA
3,A night on Halloween in childhood,child,U,Packin' Up,Darondo,6,1,6,7,5,y,1,NA,1,1,1,1,1,3,NA
3,A time when you watched a movie/tv show with family as a child,child,U,Satisfier,Eli Paperboy Reed,7,1,6,6,5,n,NA,NA,1,1,1,1,1,3,NA
3,Getting your first childhood pet,child,U,Hold You Back,JC Brooks & The Uptown Sound,8,1,2,6,4,n,NA,NA,1,1,1,1,1,1,NA
3,A time with a babysitter you had during childhood,child,U,Baby Don't Cry,Jose James,9,1,5,7,6,n,NA,NA,1,1,1,1,1,2,NA
3,A time when you played make-believe,child,U,Your City,Night Shop,10,1,3,7,6,n,NA,NA,1,1,1,1,1,1,NA
3,First day of junior/high school,adol,U,Bummer,Tino Drima,11,1,3,7,6,n,NA,NA,1,1,1,1,1,2,NA
3,A time you did a specific chore for your parents,adol,U,Take Me Home,Jose James,12,1,6,6,4,n,NA,NA,1,1,1,1,1,3,NA
3,A time trying cigarettes or drugs in high school,adol,U,Tryin',Eli Paperboy Reed,13,1,5,7,7,n,NA,NA,1,1,1,1,1,3,NA
3,A time going to a museum as a teen,adol,U,Summer Breeze,The Sha La Das,14,1,3,0,0,0,NA,NA,1,1,1,1,1,2,NA
3,First time you taught someone younger than you how to do something,adol,U,Be Thou By My Side,Holy Hive,15,1,4,7,6,n,NA,NA,1,1,1,1,1,2,NA
3,A night at a bar or party in college,adult,C,10,no music,1,2,4,6,4,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A memorable date in your 20's,adult,C,8,no music,2,2,5,4,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A memory of your favorite college professor,adult,C,2,no music,3,2,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A favorite memory from college,adult,C,15,no music,4,2,5,7,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
3,Your first day at a job after college/high school,adult,C,5,no music,5,2,4,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A memorable playdate with a childhood friend,child,C,1,no music,6,2,5,6,6,y,2,NA,NA,NA,NA,NA,NA,NA,NA
3,A snow-day (or other weather-related cancellation) in elementary school,child,C,14,no music,7,2,4,7,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A time playing an outdoor game during childhood,child,C,13,no music,8,2,3,6,4,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Birth or adoption of your younger sibling,child,C,6,no music,9,2,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A time playing a game with a sibling in childhood,child,C,4,no music,10,2,5,7,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
3,A moment with your high school girlfriend/boyfriend,adol,C,9,no music,11,2,3,1,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A moment with your high school best friend,adol,C,7,no music,12,2,1,1,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A slumber party in junior/high school,adol,C,3,no music,13,2,4,7,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Your first date or first kiss,adol,C,12,no music,14,2,3,2,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A time going to a movie in junior/high school,adol,C,11,no music,15,2,4,7,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Your first formal job interview,adult,F,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,1,3,3,7,6,n,NA,5,1,1,1,1,1,1,spotify:track:2IcqY68BxP1ONPi3ME6aje
3,A time when you did community service in your 20's,adult,F,One of These Nights - 2013 Remaster,Eagles,2,3,7,0,0,0,NA,5,5,1,1,3,3,4,spotify:track:608xszaAxVh4m7NcKJiAbF
3,A wedding you attended in your 20's,adult,F,When You're In Love With A Beautiful Woman,Dr. Hook,3,3,5,5,5,y,1,5,3,1,1,1,2,2,spotify:track:1UiKUFbCfgbVjwY8W657Pv
3,A time picking up a new hobby in your 20's,adult,F,Don't Go Breaking My Heart - Remastered,Elton John,4,3,6,7,6,n,NA,5,4,1,1,1,2,4,spotify:track:4LTxJnvxbnnDJYygjoSXDp
3,A memorable party in your 20's,adult,F,Night Fever,Bee Gees,5,3,7,7,7,y,2,5,5,1,1,4,3,4,spotify:track:0MEaPVD5sOZ17HhhjBZs3Z
3,A trip to an amusement park as a child,child,F,I Want To Hold Your Hand - Remastered 2009,The Beatles,6,3,7,7,7,y,1,5,5,1,3,3,3,5,spotify:track:5Qe7NHxeLAn8KoLTNLSdwe
3,Your first religious ceremony,child,F,Walk Like a Man,The Four Seasons,7,3,7,7,6,y,1,5,4,1,3,2,2,2,spotify:track:1p9rtS9FiIFUP1BrkKheST
3,A trip out to the see a movie or another performance as a child,child,F,I Can't Stop Loving You,Ray Charles,8,3,4,1,6,n,NA,5,2,1,1,1,1,1,spotify:track:0lKNhJylqHrHdQBzmFN73Y
3,A time participating in a particular elementary school play,child,F,Cathy's Clown,The Everly Brothers,9,3,4,7,7,n,NA,4,3,1,2,2,2,2,spotify:track:1MA9StLzlFftLbuqOmoWij
3,An activity you did in elementary school,child,F,Surfin' U.S.A. - Remastered,The Beach Boys,10,3,6,7,6,n,NA,5,5,1,3,3,2,3,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
3,A time going to a concert in high school,adol,F,I Can't Get Next To You,The Temptations,11,3,7,7,6,y,3,5,4,1,1,1,3,4,spotify:track:6aL6pPBaTMGgM558mplSnj
3,A performance of a junior/high school play,adol,F,The First Time Ever I Saw Your Face,Roberta Flack,12,3,5,2,7,n,NA,5,2,2,2,2,2,1,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
3,A friend's birthday party in high school,adol,F,Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,13,3,7,7,7,y,2,5,5,1,4,4,3,5,spotify:track:0HZlND4giwzgolBpaNIRGV
3,Going to prom or homecoming dance,adol,F,(They Long To Be) Close To You,The Carpenters,14,3,4,7,7,n,NA,5,3,1,1,1,2,2,spotify:track:2kyVQg00pphEufGT59M2XH
3,A religious ceremony during your adolescence,adol,F,Joy To The World,Three Dog Night,15,3,7,6,6,y,1,5,5,1,3,1,1,3,spotify:track:1Sqcqzfgv5oB2nPcVGw6cp
4,A time with a babysitter you had during childhood,child,U,My Best Year,The Solids,1,1,4,6,7,y,1,NA,2,1,1,2,1,3,NA
4,A friend's birthday party in elementary school,child,U,Baby Don't Cry,Jose James,2,1,5,7,7,n,NA,NA,1,1,1,1,1,2,NA
4,A time hearing a favorite bedtime story as a child,child,U,Be Thou By My Side,Holy Hive,3,1,6,2,7,y,1,NA,1,1,1,1,1,4,NA
4,Your first religious ceremony,child,U,Highway Song,Patty Griffin,4,1,5,7,7,y,1,NA,1,1,1,1,1,2,NA
4,An activity you did in elementary school,child,U,My Baby's Tears,Reverend Baron,5,1,3,3,7,n,NA,NA,1,1,1,1,1,2,NA
4,Proposing to/being proposed to by your partner,adult,U,Said She Would,Eli Paperboy Reed,6,1,6,7,6,n,NA,NA,2,1,2,1,1,3,NA
4,A memorable party in your 20's,adult,U,Packin' Up,Darondo,7,1,4,6,6,y,5,NA,1,1,1,1,1,2,NA
4,A halloween in your 20's,adult,U,Hold You Back,JC Brooks & The Uptown Sound,8,1,7,2,5,y,1,NA,1,1,1,1,1,3,NA
4,Opening up your first bank account,adult,U,Trouble (Yapes),John Andrews & The Yawns,9,1,5,2,5,y,2,NA,1,1,1,1,1,2,NA
4,A time cooking in your 20's,adult,U,Long Time Gone,David Quinn,10,1,5,7,7,y,1,NA,1,1,1,1,1,3,NA
4,A time going to a concert in high school,adol,U,Ghosts in the Walls,Tommy Allen,11,1,5,7,7,y,1,NA,1,1,1,1,1,2,NA
4,Going to prom or homecoming dance,adol,U,Summer Breeze,The Sha La Das,12,1,7,7,7,y,1,NA,1,1,1,1,1,3,NA
4,A time going to a movie in junior/high school,adol,U,Take Me Home,Jose James,13,1,5,7,7,y,1,NA,1,1,1,1,1,3,NA
4,A religious ceremony during your adolescence,adol,U,99 Cent Dreams,Eli Paperboy Reed,14,1,7,7,6,y,1,NA,2,1,2,1,1,3,NA
4,A performance with junior/high school band or choir,adol,U,Get Out Of This House,Shawn Colvin,15,1,3,7,7,y,1,NA,1,1,1,1,1,3,NA
4,A moment when you played dolls/toys with a friend,child,F,My Prayer,The Platters,1,2,7,7,7,y,1,5,5,1,2,4,2,5,spotify:track:03gRaxva5dYAlwcyzLXoO4
4,Losing a tooth/a visit from the tooth fairy,child,F,Venus,Frankie Avalon,2,2,7,6,7,y,1,5,5,1,4,3,2,5,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
4,A moment when a parent read to you in childhood,child,F,All I Have To Do Is Dream,The Everly Brothers,3,2,7,7,7,y,1,5,5,1,3,3,2,5,spotify:track:1Yk3ReBzEg0BVpBQiUCuag
4,Getting your first childhood pet,child,F,Cathy's Clown,The Everly Brothers,4,2,7,7,7,y,1,5,5,1,3,1,1,5,spotify:track:1MA9StLzlFftLbuqOmoWij
4,A time playing a game with a sibling in childhood,child,F,Don't Be Cruel,Elvis Presley,5,2,7,7,7,y,1,5,5,2,3,2,2,5,spotify:track:4zzXm1QJQXWLyUfFhWZBRg
4,A sporting event or concert in your 20's,adult,F,The First Time Ever I Saw Your Face,Roberta Flack,6,2,7,7,7,y,1,5,5,1,1,4,2,5,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
4,Your first day at a job after college/high school,adult,F,Philadelphia Freedom,Elton John,7,2,7,5,7,y,1,5,4,1,1,3,2,5,spotify:track:3wmIUifLPw54kZoFIHFWMd
4,A moment on a honeymoon,adult,F,Joy To The World,Three Dog Night,8,2,7,1,7,y,1,5,5,1,2,5,2,5,spotify:track:1Sqcqzfgv5oB2nPcVGw6cp
4,Moving into your first home after your parents house or dorm,adult,F,My Love,Paul McCartney,9,2,7,7,7,y,1,5,5,1,3,1,1,5,spotify:track:6q9JjGg7puap2DyEqfP31k
4,A wedding you attended in your 20's,adult,F,"Bad, Bad Leroy Brown",Jim Croce,10,2,7,6,7,y,1,5,5,1,1,4,2,5,spotify:track:7qFg0joTjCiYOvzrt9nNtg
4,A halloween during high school,adol,F,Downtown,Petula Clark,11,2,7,7,7,y,1,5,5,1,5,2,2,5,spotify:track:0hgWgToJgb7O1tT12YWRCz
4,A time going to a museum as a teen,adol,F,Can't You Hear My Heartbeat,Herman's Hermits,12,2,7,6,7,y,2,5,5,1,4,3,2,5,spotify:track:2tUP1fuo8EdOVz3Bw9r7yu
4,A moment with your high school girlfriend/boyfriend,adol,F,Last Train to Clarksville,The Monkees,13,2,7,7,7,y,2,5,5,1,3,1,1,5,spotify:track:3dgyDSKfzaNBtlZuUxc8IW
4,A performance of a junior/high school play,adol,F,Happy Together,The Turtles,14,2,7,7,7,y,2,5,5,1,4,3,1,5,spotify:track:1ZBY8XeuUKm2uAnFY9zYqq
4,A time working on a junior/ high school art or science project,adol,F,Hey Jude - Remastered 2009,The Beatles,15,2,6,6,7,y,1,5,5,1,5,4,2,5,spotify:track:3m7V717IKZqZLW5qUIOxdD
4,A time when you watched a movie/tv show with family as a child,child,C,14,no music,1,3,1,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,A snow-day (or other weather-related cancellation) in elementary school,child,C,5,no music,2,3,2,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A time playing an outdoor game during childhood,child,C,6,no music,3,3,4,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,A time when you played make-believe,child,C,7,no music,4,3,4,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,A celebration of your own birthday during childhood,child,C,13,no music,5,3,4,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Your wedding,adult,C,2,no music,6,3,5,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A time picking up a new hobby in your 20's,adult,C,15,no music,7,3,2,5,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A day when you helped a friend move residence,adult,C,10,no music,8,3,3,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A moment with your best friend in your 20's,adult,C,4,no music,9,3,2,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,First time voting,adult,C,1,no music,10,3,6,2,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A slumber party in junior/high school,adol,C,8,no music,11,3,4,5,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
4,A time you did a specific chore for your parents,adol,C,11,no music,12,3,3,3,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,A time giving a presentation in junior/high school,adol,C,12,no music,13,3,4,5,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,A moment with your high school best friend,adol,C,9,no music,14,3,2,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Going to a wedding as a teenager,adol,C,3,no music,15,3,7,6,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
5,A moment on a honeymoon,adult,F,"Take Me Home, Country Roads",John Denver,1,1,1,7,7,y,1,5,5,1,1,3,3,5,spotify:track:1YYhDizHx7PnDhAhko6cDS
